,index,title,author,year,title_authors
895,895,Xenosaga EPISODE II: Jenseits von Gut und Bose Official Strategy Guide (Signature),"David Cassidy,Laura Parkinson",2005,"Xenosaga EPISODE II: Jenseits von Gut und Bose Official Strategy Guide (Signature)David Cassidy,Laura Parkinson"
896,896,Essentials Microsoft Office XP Enhanced Color Edition,Lawrence C. Metzelaar,2003,Essentials Microsoft Office XP Enhanced Color EditionLawrence C. Metzelaar
897,897,"A Typographic Workbook: A Primer to History, Techniques, and Artistry","Kate Clair,Cynthia Busic-Snyder",2005,"A Typographic Workbook: A Primer to History, Techniques, and ArtistryKate Clair,Cynthia Busic-Snyder"
898,898,Indigo Prophecy (Prima Official Game Guide),"David Knight,Michael Knight",2005,"Indigo Prophecy (Prima Official Game Guide)David Knight,Michael Knight"
899,899,Production For Graphic Designers 4th edition,Alan Pipes,2005,Production For Graphic Designers 4th editionAlan Pipes
900,900,Internet nuggets,Mark Thorson,1998,Internet nuggetsMark Thorson
901,901,Transactions on Rough Sets II: Rough Sets and Fuzzy Sets (Lecture Notes in Computer Science),"James F. Peters,Andrzej Skowron,Didier Dubois,Jerzy Grzymala-Busse,Masahiro Inuiguchi,Lech Polkowski",2005,"Transactions on Rough Sets II: Rough Sets and Fuzzy Sets (Lecture Notes in Computer Science)James F. Peters,Andrzej Skowron,Didier Dubois,Jerzy Grzymala-Busse,Masahiro Inuiguchi,Lech Polkowski"
902,902,The Complex Networks of Economic Interactions: Essays in Agent-Based Economics and Econophysics (Lecture Notes in Economics and Mathematical Systems),"Akira Namatame,Taisei Kaizouji,Yuuji Aruka",2006,"The Complex Networks of Economic Interactions: Essays in Agent-Based Economics and Econophysics (Lecture Notes in Economics and Mathematical Systems)Akira Namatame,Taisei Kaizouji,Yuuji Aruka"
903,903,A survey and comparison of CSCW groupware applications,"Jiten Rama,Judith Bishop",2006,"A survey and comparison of CSCW groupware applicationsJiten Rama,Judith Bishop"
904,904,"Windows Server 2003 Active Directory Infrastructure: Planning, Implementing and Maintaining (70-294) with Sticker Package",Kenneth C. Laudon,2004,"Windows Server 2003 Active Directory Infrastructure: Planning, Implementing and Maintaining (70-294) with Sticker PackageKenneth C. Laudon"
905,905,Archiving Websites: A Practical Guide for Information Management Professionals,Adrian Brown,2006,Archiving Websites: A Practical Guide for Information Management ProfessionalsAdrian Brown
906,906,50 Quick & Easy Math Computer Activites,Tammy Worcester,2006,50 Quick & Easy Math Computer ActivitesTammy Worcester
907,907,Compiler Design,Santanu Chattopadhyay,2006,Compiler DesignSantanu Chattopadhyay
908,908,ECDL/ICDL 3.0 Made Simple (Made Simple Computer Series),,2002,
909,909,ECDL/ICDL Syllabus 4 Module 5 Databases Using Access 2000 (ECDL),,2003,
910,910,Adobe InDesign CS Design Professional,Chris Botello,2004,Adobe InDesign CS Design ProfessionalChris Botello
911,911,Programming in Haskell,Graham Hutton,2007,Programming in HaskellGraham Hutton
912,912,Color Image Segmentation for Objects of Interest with Modified Geodesic Active Contour Method,"Ling Pi,Jinsong Fan,Chaomin Shen",2007,"Color Image Segmentation for Objects of Interest with Modified Geodesic Active Contour MethodLing Pi,Jinsong Fan,Chaomin Shen"
913,913,Excel 5 for the Mac: The Visual Learning Guide,"Grace Joely Beatty,David C. Gardner",1995,"Excel 5 for the Mac: The Visual Learning GuideGrace Joely Beatty,David C. Gardner"
914,914,Website to Accompany Engineering Programming: Solving Problems with Algorithms,Holloway,2006,Website to Accompany Engineering Programming: Solving Problems with AlgorithmsHolloway
915,915,Discrete Optimization Algorithms: with Pascal Programs (Dover Books on Mathematics),"Maciej M. Syslo,Narsingh Deo,Janusz S. Kowalik",2006,"Discrete Optimization Algorithms: with Pascal Programs (Dover Books on Mathematics)Maciej M. Syslo,Narsingh Deo,Janusz S. Kowalik"
916,916,Research Strategies for a Digital Age,Bonnie L. Tensen,2006,Research Strategies for a Digital AgeBonnie L. Tensen
917,917,Five Days To A Security Breakdown!,Rick Smith,2004,Five Days To A Security Breakdown!Rick Smith
918,918,"Technology Strategies for Law Firms: Leading CTOs and CIOs on Defining Firm Expectations, Purchasing New Technologies & Working with Lawyers (Inside the Minds) (Inside the Minds)",,2006,
919,919,Quicktime 3 & Movieplayer Pro (Visual QuickStart Guide),"Judith L. Stern,Robert Lettieri",1998,"Quicktime 3 & Movieplayer Pro (Visual QuickStart Guide)Judith L. Stern,Robert Lettieri"
920,920,SAP SCM: Applications and Modeling for Supply Chain Management (with BW Primer),Daniel C. Wood,2007,SAP SCM: Applications and Modeling for Supply Chain Management (with BW Primer)Daniel C. Wood
921,921,DiagnosisPro 6.0 (Pocket PC Version plus a 64MB Flash Card),"Charles R. Meader,Hugo C. Pribor,Simon Kerendian",2005,"DiagnosisPro 6.0 (Pocket PC Version plus a 64MB Flash Card)Charles R. Meader,Hugo C. Pribor,Simon Kerendian"
922,922,Rapid and brief communication: An algorithm for semi-supervised learning in image retrieval,"Ke Lu,Jidong Zhao,Deng Cai",2006,"Rapid and brief communication: An algorithm for semi-supervised learning in image retrievalKe Lu,Jidong Zhao,Deng Cai"
923,923,Simulation analysis of an outpatient department of internal medicine in a university hospital,"A. K. Athula Wijewickrama,Soemon Takakuwa",2006,"Simulation analysis of an outpatient department of internal medicine in a university hospitalA. K. Athula Wijewickrama,Soemon Takakuwa"
924,924,Apple Pro Training Series: Advanced Title 102,David Dvorin,2007,Apple Pro Training Series: Advanced Title 102David Dvorin
925,925,"CNET Do-It-Yourself Digital Home Office Projects, 1 edition",Sally Slack,2007,"CNET Do-It-Yourself Digital Home Office Projects, 1 editionSally Slack"
926,926,"New Perspectives on Information Systems Development: Theory, Methods and Practice","Hari Harindranath,W. Gregory Wojtkowski,Joze Zupancic,Duska Rosenberg,Wita Wojtkowski,Stanislaw Wrycza,John A. A. Sillince",2002,"New Perspectives on Information Systems Development: Theory, Methods and PracticeHari Harindranath,W. Gregory Wojtkowski,Joze Zupancic,Duska Rosenberg,Wita Wojtkowski,Stanislaw Wrycza,John A. A. Sillince"
927,927,A least-squares finite element formulation for unsteady incompressible flows with improved velocity-pressure coupling,J. P. Pontaza,2006,A least-squares finite element formulation for unsteady incompressible flows with improved velocity-pressure couplingJ. P. Pontaza
928,928,Communications Standard Dictionary,Martin H. Weik,1998,Communications Standard DictionaryMartin H. Weik
929,929,Red Hat Fedora Linux Secrets,Naba Barkakati,2005,Red Hat Fedora Linux SecretsNaba Barkakati
930,930,Chroma Key Using a Checker Pattern Background,"Hiroki Agata,Atsushi Yamashita,Toru Kaneko",2007,"Chroma Key Using a Checker Pattern BackgroundHiroki Agata,Atsushi Yamashita,Toru Kaneko"
931,931,"Intrusion and Malware Detection and Vulnerability Assessment: Second International Conference, DIMVA 2005, Vienna, Austria, July 7-8, 2005, Proceedings (Lecture Notes in Computer Science)","Klaus Julisch,Christopher Kruegel",2005,"Intrusion and Malware Detection and Vulnerability Assessment: Second International Conference, DIMVA 2005, Vienna, Austria, July 7-8, 2005, Proceedings (Lecture Notes in Computer Science)Klaus Julisch,Christopher Kruegel"
932,932,HTML Publishing on the Internet for Macintosh,,1996,
933,933,SAP BW Reporting And Analysis,"Norbert Egger,Jean-Marie R. Fiechter,Jens Rohlf,Jorg Rose,Oliver Schruffer",2006,"SAP BW Reporting And AnalysisNorbert Egger,Jean-Marie R. Fiechter,Jens Rohlf,Jorg Rose,Oliver Schruffer"
934,934,On Your Side-access 2002,Adrienne Tommy,2005,On Your Side-access 2002Adrienne Tommy
935,935,Advertising Now! Online,Julius Wiedemann,2007,Advertising Now! OnlineJulius Wiedemann
936,936,Nonlinear Dynamics of Chaotic and Stochastic Systems: Tutorial and Modern Developments (Springer Series in Synergetics),"Vadim S. Anishchenko,Vladimir Astakhov,Alexander Neiman,Tatjana Vadivasova,Lutz Schimansky-Geier",2007,"Nonlinear Dynamics of Chaotic and Stochastic Systems: Tutorial and Modern Developments (Springer Series in Synergetics)Vadim S. Anishchenko,Vladimir Astakhov,Alexander Neiman,Tatjana Vadivasova,Lutz Schimansky-Geier"
937,937,Heavy Metal Fakk2: Official Strategy Guide,Adam Cook,2000,Heavy Metal Fakk2: Official Strategy GuideAdam Cook
938,938,Don't Get Taken Every Time: The Ultimate Guide to Buying or Leasing a Car in the Showroom or on the Internet,Remar Sutton,2007,Don't Get Taken Every Time: The Ultimate Guide to Buying or Leasing a Car in the Showroom or on the InternetRemar Sutton
939,939,"Coordination Models and Languages: 7th International Conference, COORDINATION 2005, Namur, Belgium, April 20-23, 2005, Proceedings (Lecture Notes in Computer Science)","Jean-Marie Jacquet,Gian Pietro Picco",2005,"Coordination Models and Languages: 7th International Conference, COORDINATION 2005, Namur, Belgium, April 20-23, 2005, Proceedings (Lecture Notes in Computer Science)Jean-Marie Jacquet,Gian Pietro Picco"
940,940,SASSY: a design for a scalable agent-based simulation system using a distributed discrete event infrastructure,"Maria Hybinette,Eileen Kraemer,Yin Xiong,Glenn Matthews,Jaim Ahmed",2006,"SASSY: a design for a scalable agent-based simulation system using a distributed discrete event infrastructureMaria Hybinette,Eileen Kraemer,Yin Xiong,Glenn Matthews,Jaim Ahmed"
941,941,Analysis of Variance in Statistical Image Processing,"Ludwik Kurz,M. Hafed Benteftifa",2006,"Analysis of Variance in Statistical Image ProcessingLudwik Kurz,M. Hafed Benteftifa"
942,942,Access / Access Hacks: Los Mejores Trucos / The Best Tricks,Ken Bluttman,2005,Access / Access Hacks: Los Mejores Trucos / The Best TricksKen Bluttman
943,943,Office 2000 (Manuales Imprescindibles),Julian Casas,2005,Office 2000 (Manuales Imprescindibles)Julian Casas
944,944,"Oracle SQL Developer Handbook, 1 edition",Dan Hotka,2006,"Oracle SQL Developer Handbook, 1 editionDan Hotka"
945,945,Donkey Kong 64 Pathways to Adventure,Jason R. Rich,2000,Donkey Kong 64 Pathways to AdventureJason R. Rich
946,946,The LaTeX Book: A Guide for Documentation and Presentation,George Grätzer,2007,The LaTeX Book: A Guide for Documentation and PresentationGeorge Grätzer
947,947,Causality information and fossil collection in timewarp simulations,"Malolan Chetlur,Philip A. Wilsey",2006,"Causality information and fossil collection in timewarp simulationsMalolan Chetlur,Philip A. Wilsey"
948,948,Automatic recognition of biological particles in microscopic images,"M. Ranzato,P. E. Taylor,J. M. House,R. C. Flagan,Y. LeCun,P. Perona",2007,"Automatic recognition of biological particles in microscopic imagesM. Ranzato,P. E. Taylor,J. M. House,R. C. Flagan,Y. LeCun,P. Perona"
949,949,El Gran Libro de Linux,,2006,
950,950,Maclopedia: The Macintosh Hardware and Software Compendium,Jerry Daniels,1991,Maclopedia: The Macintosh Hardware and Software CompendiumJerry Daniels
951,951,PC Magazine Guide Windows XP Media Center Edition 2005,Terry Ulick,2004,PC Magazine Guide Windows XP Media Center Edition 2005Terry Ulick
952,952,Digital Design,"P. Martegani,R. Montenegro,Paulo Martegani",2000,"Digital DesignP. Martegani,R. Montenegro,Paulo Martegani"
953,953,Prey Official Strategy Guide (Official Strategy Guides (Bradygames)) (Official Strategy Guides (Bradygames)),,2006,
954,954,Hacking Windows Vista (ExtremeTech) (ExtremeTech),Steve Sinchak,2007,Hacking Windows Vista (ExtremeTech) (ExtremeTech)Steve Sinchak
955,955,Shrek the Third Official Strategy Guide,,2007,
956,956,Spreadsheet Tools for Engineers using Excel (Mcgraw-Hill's Best--Basic Engineering Series and Tools),Byron S. Gottfried,2005,Spreadsheet Tools for Engineers using Excel (Mcgraw-Hill's Best--Basic Engineering Series and Tools)Byron S. Gottfried
957,957,Windows Server 2003 Security: A Technical Reference (Microsoft Windows Server System Series),Roberta Bragg,2005,Windows Server 2003 Security: A Technical Reference (Microsoft Windows Server System Series)Roberta Bragg
958,958,Using GOstats to test gene lists for GO term association,"S. Falcon,R. Gentleman",2007,"Using GOstats to test gene lists for GO term associationS. Falcon,R. Gentleman"
959,959,Gerenciamiento de Proyectos Utilizando Excel y Project,"Javier Garcia Fronti,Julian R. Salvarredy",2006,"Gerenciamiento de Proyectos Utilizando Excel y ProjectJavier Garcia Fronti,Julian R. Salvarredy"
960,960,A microprogrammed virtual memory for Eclipse,Françoise d'Hautcourt-Carette,1977,A microprogrammed virtual memory for EclipseFrançoise d'Hautcourt-Carette
961,961,Domain Decomposition Methods in Science and Engineering XVI (Lecture Notes in Computational Science and Engineering),"Olof Widlund,David Keyes",2007,"Domain Decomposition Methods in Science and Engineering XVI (Lecture Notes in Computational Science and Engineering)Olof Widlund,David Keyes"
962,962,How Computer Games Help Children Learn,"David Williamson Shaffer,James Paul Gee",2006,"How Computer Games Help Children LearnDavid Williamson Shaffer,James Paul Gee"
963,963,Knowledge Maintenance of Case-Based Reasoning Systems: The Siam Methodology (Dissertations in Artificial Intelligence),R. Roth-Berghofe,2003,Knowledge Maintenance of Case-Based Reasoning Systems: The Siam Methodology (Dissertations in Artificial Intelligence)R. Roth-Berghofe
964,964,Migrating from Microsoft Exchange 5.5 to Lotus Notes and Domino 6 (Ibm Redbooks.),Tommi Tulisalo,2003,Migrating from Microsoft Exchange 5.5 to Lotus Notes and Domino 6 (Ibm Redbooks.)Tommi Tulisalo
965,965,2007/8 Directory of Employment-Related Sites on the Internet: For Recruiters and Job Seekers (Weddle's Directory of Employment Related Internet Sites for Recruiters and Job Seekers),Peter Weddle,2006,2007/8 Directory of Employment-Related Sites on the Internet: For Recruiters and Job Seekers (Weddle's Directory of Employment Related Internet Sites for Recruiters and Job Seekers)Peter Weddle
966,966,J.K. Lasser's Your 1991 Income Tax Software: Release 2 Macintosh,,1990,
967,967,Programming in Visual Basic.Net 2005- Text Only,"Julia Case Bradley,Anita C. Millspaugh",2006,"Programming in Visual Basic.Net 2005- Text OnlyJulia Case Bradley,Anita C. Millspaugh"
968,968,Command & Conquer Tiberian Sun W/Items Card for Babbages,,1999,
969,969,The Berkeley DB Book,Himanshu Yadava,2007,The Berkeley DB BookHimanshu Yadava
970,970,Novel Materials and Methods for Display Technology,J. Hajto,2007,Novel Materials and Methods for Display TechnologyJ. Hajto
971,971,"Softwareentwicklung eingebetteter Systeme: Grundlagen, Modellierung, Qualitätssicherung (Xpert.press)",Peter Scholz,2007,"Softwareentwicklung eingebetteter Systeme: Grundlagen, Modellierung, Qualitätssicherung (Xpert.press)Peter Scholz"
972,972,Embedded Microcontrollers and Processor Design,Charles Greg Osborn,2007,Embedded Microcontrollers and Processor DesignCharles Greg Osborn
973,973,GURPS Character Builder,,2002,
974,974,A Project Manager's Guide to Passing the Project Management Exam,Brent W. Knapp,2006,A Project Manager's Guide to Passing the Project Management ExamBrent W. Knapp
975,975,The Art of the Game,,2004,
976,976,The InDesign Effects Book,Ted LoCascio,2005,The InDesign Effects BookTed LoCascio
977,977,Crea Y Presenta Tu Portafolio Digital/creat And Present You Digital Portforlio (Diseno Y Creatividad),Cynthia L. Baron,2005,Crea Y Presenta Tu Portafolio Digital/creat And Present You Digital Portforlio (Diseno Y Creatividad)Cynthia L. Baron
978,978,Controlled SQL query evolution for decision support benchmarks,Meikel Poess,2007,Controlled SQL query evolution for decision support benchmarksMeikel Poess
979,979,Introduction to Financial Technology (Complete Technology Guides for Financial Services),Roy S. Freedman,2006,Introduction to Financial Technology (Complete Technology Guides for Financial Services)Roy S. Freedman
980,980,Autodesk(R) Architectural Desktop 2004: Basics Through Advanced,"David A. Madsen,Ron Palma",2004,"Autodesk(R) Architectural Desktop 2004: Basics Through AdvancedDavid A. Madsen,Ron Palma"
981,981,Einführung in die Technische Informatik - Aufgaben und Lösungen (Springers Lehrbücher der Informatik),"Gerhard-Helge Schildt,Wolfgang Kastner",2007,"Einführung in die Technische Informatik - Aufgaben und Lösungen (Springers Lehrbücher der Informatik)Gerhard-Helge Schildt,Wolfgang Kastner"
